image_path,label,label_id,split,site,mineral,source
images/non-minerals/battery-charger-isolated-white-background-34004360.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/01421120017637661217720.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Metal_236.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/hematite/05327640017696915186671.jpg,mineral,1,train,Central_Equatoria,hematite,field_mineral
images/Kapoeta_East/chalcopyrite/04137370017679823237921.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Kapoeta_East/gold/05868140017592237896456.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/Kapoeta_East/chalcopyrite/08859460017667738087659.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/non-minerals/old-computer-equipment-picture-id80616242.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Plastic_509.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/battery-wrapped-dollar-bill-13347801.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/03906910017682848292187.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/Central_Equatoria/gold/06331770017652140506932.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Metal_458.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/02352870017640927692743.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Cardboard_122.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/00789100017589731412960.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Cardboard_39.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Glass_220.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/08241840017665606502261.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Kapoeta_East/gold/06372060017620335015671.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Plastic_892.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Miscellaneous Trash_17.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/05920940017670245437546.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Central_Equatoria/hematite/08822610017700925651835.jpg,mineral,1,train,Central_Equatoria,hematite,field_mineral
images/non-minerals/wood (99).jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/dry-battery-closeup-rechargeable-42169883.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/00741150017686622484505.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/Plastic_831.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/04177970017677953099225.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Central_Equatoria/chalcopyrite/09728390017698739727652.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/Paper_218.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Paper_224.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/07938950017634395718168.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/Kapoeta_East/hematite/07434280017689449139383.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/Central_Equatoria/chalcopyrite/07614550017691715256896.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Central_Equatoria/chalcopyrite/08315140017686622518034.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/Textile Trash_298.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/hematite/09679800017695786505407.jpg,mineral,1,train,Central_Equatoria,hematite,field_mineral
images/non-minerals/Metal_606.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/08922710017697072639718.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/Miscellaneous Trash_154.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Vegetation_334.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Plastic_730.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/04106050017655014729785.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/Central_Equatoria/gold/03512320017678893456615.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/Kapoeta_East/chalcopyrite/08322720017663975209567.webp,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Central_Equatoria/gold/06736710017645840807937.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Metal_757.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/wood (56).jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Paper_69.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Food Organics_260.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/battery-charger-5190793.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/02972380017645131169227.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Plastic_281.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/04930840017650376652856.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/images (67).jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/08767790017698739851415.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Kapoeta_East/chalcopyrite/05624670017667738089327.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Central_Equatoria/gold/08595940017644570647699.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Cardboard_391.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/04077180017680441316825.webp,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/Kapoeta_East/chalcopyrite/08984310017676575488858.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Kapoeta_East/gold/05994210017599791262945.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/Kapoeta_East/gold/00918520017619990739286.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/Central_Equatoria/hematite/06070410017695173401666.jpg,mineral,1,train,Central_Equatoria,hematite,field_mineral
images/Kapoeta_East/gold/06675470017579381801975.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Food Organics_171.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Paper_163.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/artificial-ingelligence-circuit-board-closeup-view-with-electronic-picture-id1204292248.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/07206480017594184545806.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/Kapoeta_East/hematite/04394620017674676561965.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Plastic_120.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/01374720017671692723006.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Metal_637.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/01268710017619990786723.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Miscellaneous Trash_125.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Metal_97.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/04247690017678893561540.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/non-minerals/Plastic_200.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Metal_225.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Metal_431.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Cardboard_442.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Miscellaneous Trash_257.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/03507260017682094419884.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/Kapoeta_East/hematite/09466420017685018081082.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/Kapoeta_East/chalcopyrite/07132200017667778196967.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/non-minerals/Paper_336.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/technological-waste-picture-id489051957.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/05452280017671895185928.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Kapoeta_East/gold/01883040017637661477381.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/bangkok-thailand-october-many-old-mobile-phones-broken-not-working-out-date-e-waste-heap-environmental-problem-198982174.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Textile Trash_232.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/08325680017551360121643.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/Kapoeta_East/hematite/04174610017685571493498.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/Kapoeta_East/gold/06703290017557804231366.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/Kapoeta_East/hematite/00005200017689449142879.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/Central_Equatoria/chalcopyrite/02141940017689452605374.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Central_Equatoria/chalcopyrite/05938080017688444707191.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/Metal_53.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/03634630017562388811176.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/wood (229).jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/00568820017691656023123.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Kapoeta_East/hematite/00522400017680531932042.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Vegetation_316.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/electronic-trash-accumulated-home-recycling-turkey-electronic-trash-accumulated-home-recycling-195386029.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/images25.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Metal_624.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/02778570017591273816862.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Plastic_74.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/08513800017678227699029.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Metal_423.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/08069800017644536315284.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Plastic_843.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/02156660017558168957788.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Metal_493.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Glass_104.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Vegetation_1.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/04211040017663975193500.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Central_Equatoria/chalcopyrite/08661620017695584157649.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/close-up-hand-holding-green-alkaline-battery-recycling-energy-power-environment-ecology-concept-over-lights-74690447.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Metal_184.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Food Organics_319.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/09322480017634395705824.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Vegetation_60.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/08150490017686622486322.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/ecology-recycling-concept-many-different-types-used-new-battery-rechargeable-accumulator-alkaline-batteries-color-background-134525731.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Plastic_210.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Food Organics_290.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/05768100017688444688003.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/Miscellaneous Trash_290.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Miscellaneous Trash_427.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/01876760017703265805274.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Kapoeta_East/hematite/06715010017680531965299.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Glass_272.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/06744580017689449149366.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Miscellaneous Trash_433.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Glass_45.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/gowanus-ewaste-warehouse-prop-rental-library-picture-id868165890.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/artificial-ingelligence-circuit-board-closeup-view-with-electronic-picture-id1204292341.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/09821660017675802308289.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/ecology-recycling-concept-many-different-types-used-new-battery-rechargeable-accumulator-alkaline-batteries-color-background-134525888.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/07159430017634395223492.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Textile Trash_318.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/01381690017575863324398.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Plastic_498.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/02668660017680533293630.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Paper_231.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/wood (240).jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/wood (286).jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/00332930017680042726240.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Kapoeta_East/hematite/09974090017683212232814.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Plastic_921.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/02783660017672704624065.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Food Organics_228.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/hematite/04396790017695641763717.jpg,mineral,1,train,Central_Equatoria,hematite,field_mineral
images/Central_Equatoria/hematite/06836230017696514498442.jpg,mineral,1,train,Central_Equatoria,hematite,field_mineral
images/non-minerals/ecology-recycling-concept-many-different-types-used-new-batt-battery-rechargeable-accumulator-alkaline-batteries-color-133589029.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/battery-C3B1C281-white-isolated-background-concept-renewable-energy-sources-electrical-power-pattern-designer-envi-123682488.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Textile Trash_118.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/pile-electronic-waste-motherboard-computer-cpu-microchips-electronic-equipment-printed-circuit-board-pile-electronic-159532404.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/02792250017653653209756.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Plastic_153.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/07111940017679274809641.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/non-minerals/close-positive-poles-used-battery-black-background-up-backgrounds-intended-focused-182174403.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/05884700017703264898120.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/Central_Equatoria/gold/07306600017682848291094.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/close-up-positive-ends-row-battery-cells-top-view-soft-focus-used-aa-alkaline-size-180437345.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/battery-15104265.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/00185320017579428891194.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/Kapoeta_East/gold/05320060017548893972448.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/Kapoeta_East/hematite/02786880017680441333086.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Plastic_901.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/accumulator-battery-charger-8311567.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/gold/00682700017555250307507.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Metal_655.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/09339410017678498374793.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/Kapoeta_East/gold/08885470017617656495638.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Paper_307.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/03190700017671895173874.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/non-minerals/Miscellaneous Trash_81.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/01800480017649994904879.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/Kapoeta_East/chalcopyrite/03282190017663975169339.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Kapoeta_East/gold/09166690017578851702465.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/batteries-top-view-rows-rechargeable-battery-206059508.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/09677500017683471067089.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/non-minerals/wood (129).jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/05583740017682703109533.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/Metal_625.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/june-2020-saxony-kleincotta-several-defective-and-old-electronic-as-picture-id1223468233.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/06370130017702552158972.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/Glass_330.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/hematite/04949300017696514486404.jpg,mineral,1,train,Central_Equatoria,hematite,field_mineral
images/non-minerals/Plastic_646.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/01196230017673288536875.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/Central_Equatoria/gold/08681170017645840795845.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/Central_Equatoria/gold/04919250017688590772425.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/Central_Equatoria/chalcopyrite/00310390017686622498223.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/non-minerals/Plastic_519.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/09309940017662816255485.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/Plastic_108.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/green-small-battery-positive-negative-signs-40494251.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/images58.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/hematite/05599550017695641774220.jpg,mineral,1,train,Central_Equatoria,hematite,field_mineral
images/non-minerals/Cardboard_365.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/08957940017695637537377.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Central_Equatoria/chalcopyrite/01852070017685021341087.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Central_Equatoria/chalcopyrite/05077630017685881117345.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Kapoeta_East/chalcopyrite/04747620017674837956647.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/non-minerals/Metal_759.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/06867790017678809053095.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/Kapoeta_East/gold/07657810017555250292973.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Metal_256.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/chalcopyrite/06926930017698741901835.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Central_Equatoria/chalcopyrite/01535130017688450766645.jpg,mineral,1,train,Central_Equatoria,chalcopyrite,field_mineral
images/Kapoeta_East/gold/08759810017613192161743.jpg,mineral,1,train,Kapoeta_East,gold,field_mineral
images/non-minerals/Food Organics_197.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/chalcopyrite/08039760017671895177148.jpg,mineral,1,train,Kapoeta_East,chalcopyrite,field_mineral
images/Central_Equatoria/gold/07946850017693853943811.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/colorful-multi-wire-bus-connector-white-ribbon-cables-background-internal-integrated-drive-electronics-digital-data-168225829.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Central_Equatoria/gold/05647640017685880971497.jpg,mineral,1,train,Central_Equatoria,gold,field_mineral
images/non-minerals/wood (6).jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Metal_508.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/09019640017685692913069.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
images/non-minerals/images (70).jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Metal_329.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/ecology-recycling-concept-many-different-types-used-new-batt-ecology-recycling-concept-many-different-types-used-new-battery-123003932.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/non-minerals/Cardboard_48.jpg,non_mineral,0,train,non-minerals,,non_mineral_collection
images/Kapoeta_East/hematite/02153720017697345153042.jpg,mineral,1,train,Kapoeta_East,hematite,field_mineral
