sample_id,site,mineral,image_path,audio_path,Au,Cu,Fe,S,O
S00025,Kapoeta_East,gold,images\Kapoeta_East\gold\02156660017558168957788.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_005.wav,1,0,0,0,0
S00026,Kapoeta_East,gold,images\Kapoeta_East\gold\02182670017586579731615.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_004.wav,1,0,0,0,0
S00027,Kapoeta_East,gold,images\Kapoeta_East\gold\02216710017601154003201.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_004.wav,1,0,0,0,0
S00028,Kapoeta_East,gold,images\Kapoeta_East\gold\02291020017620387221172.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_002.wav,1,0,0,0,0
S00029,Kapoeta_East,gold,images\Kapoeta_East\gold\02328980017578393911256.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_007.wav,1,0,0,0,0
S00030,Kapoeta_East,gold,images\Kapoeta_East\gold\02756190017582161929614.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_009.wav,1,0,0,0,0
S00031,Kapoeta_East,gold,images\Kapoeta_East\gold\02766910017578851953208.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_004.wav,1,0,0,0,0
S00032,Kapoeta_East,gold,images\Kapoeta_East\gold\02778570017591273816862.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_009.wav,1,0,0,0,0
S00033,Kapoeta_East,gold,images\Kapoeta_East\gold\02838510017579390864894.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_006.wav,1,0,0,0,0
S00034,Kapoeta_East,gold,images\Kapoeta_East\gold\03023870017633747638436.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00035,Kapoeta_East,gold,images\Kapoeta_East\gold\03507330017579382797706.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_009.wav,1,0,0,0,0
S00036,Kapoeta_East,gold,images\Kapoeta_East\gold\03632220017573557087373.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_009.wav,1,0,0,0,0
S00037,Kapoeta_East,gold,images\Kapoeta_East\gold\03634630017562388811176.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_004.wav,1,0,0,0,0
S00038,Kapoeta_East,gold,images\Kapoeta_East\gold\04387080017637661467688.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_005.wav,1,0,0,0,0
S00039,Kapoeta_East,gold,images\Kapoeta_East\gold\04509630017590473892678.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00040,Kapoeta_East,gold,images\Kapoeta_East\gold\04523540017634395228912.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_006.wav,1,0,0,0,0
S00041,Kapoeta_East,gold,images\Kapoeta_East\gold\04539400017624373067247.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_001.wav,1,0,0,0,0
S00042,Kapoeta_East,gold,images\Kapoeta_East\gold\04622800017557677095538.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00043,Kapoeta_East,gold,images\Kapoeta_East\gold\04652500017621557062540.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_002.wav,1,0,0,0,0
S00044,Kapoeta_East,gold,images\Kapoeta_East\gold\04983600017579455597446.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00045,Kapoeta_East,gold,images\Kapoeta_East\gold\05017330017633747632282.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_002.wav,1,0,0,0,0
S00046,Kapoeta_East,gold,images\Kapoeta_East\gold\05320060017548893972448.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00047,Kapoeta_East,gold,images\Kapoeta_East\gold\05522500017551360124635.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00048,Kapoeta_East,gold,images\Kapoeta_East\gold\05868140017592237896456.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_005.wav,1,0,0,0,0
S00049,Kapoeta_East,gold,images\Kapoeta_East\gold\05994210017599791262945.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_002.wav,1,0,0,0,0
S00050,Kapoeta_East,gold,images\Kapoeta_East\gold\06090980017634861953858.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_009.wav,1,0,0,0,0
S00051,Kapoeta_East,gold,images\Kapoeta_East\gold\06372060017620335015671.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_001.wav,1,0,0,0,0
S00052,Kapoeta_East,gold,images\Kapoeta_East\gold\06426380017633747633713.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00053,Kapoeta_East,gold,images\Kapoeta_East\gold\06499400017597947085442.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_000.wav,1,0,0,0,0
S00054,Kapoeta_East,gold,images\Kapoeta_East\gold\06675470017579381801975.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_001.wav,1,0,0,0,0
S00055,Kapoeta_East,gold,images\Kapoeta_East\gold\06703290017557804231366.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_004.wav,1,0,0,0,0
S00056,Kapoeta_East,gold,images\Kapoeta_East\gold\06816830017558660078809.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_005.wav,1,0,0,0,0
S00057,Kapoeta_East,gold,images\Kapoeta_East\gold\07046430017636977556483.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_005.wav,1,0,0,0,0
S00058,Kapoeta_East,gold,images\Kapoeta_East\gold\07142790017683600752921.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_009.wav,1,0,0,0,0
S00059,Kapoeta_East,gold,images\Kapoeta_East\gold\07158730017557804197571.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_000.wav,1,0,0,0,0
S00060,Kapoeta_East,gold,images\Kapoeta_East\gold\07159430017634395223492.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_007.wav,1,0,0,0,0
S00061,Kapoeta_East,gold,images\Kapoeta_East\gold\07175670017589731407940.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_001.wav,1,0,0,0,0
S00062,Kapoeta_East,gold,images\Kapoeta_East\gold\07206480017594184545806.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_009.wav,1,0,0,0,0
S00063,Kapoeta_East,gold,images\Kapoeta_East\gold\07657810017555250292973.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00064,Kapoeta_East,gold,images\Kapoeta_East\gold\07938950017634395718168.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_008.wav,1,0,0,0,0
S00065,Kapoeta_East,gold,images\Kapoeta_East\gold\07995530017580416309453.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_005.wav,1,0,0,0,0
S00066,Kapoeta_East,gold,images\Kapoeta_East\gold\08027150017592237894383.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00067,Kapoeta_East,gold,images\Kapoeta_East\gold\08161620017633747639613.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_005.wav,1,0,0,0,0
S00068,Kapoeta_East,gold,images\Kapoeta_East\gold\08325680017551360121643.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_000.wav,1,0,0,0,0
S00069,Kapoeta_East,gold,images\Kapoeta_East\gold\08549270017583944816553.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_004.wav,1,0,0,0,0
S00070,Kapoeta_East,gold,images\Kapoeta_East\gold\08759810017613192161743.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_002.wav,1,0,0,0,0
S00071,Kapoeta_East,gold,images\Kapoeta_East\gold\08843040017578851954245.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00072,Kapoeta_East,gold,images\Kapoeta_East\gold\08885470017617656495638.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_001.wav,1,0,0,0,0
S00073,Kapoeta_East,gold,images\Kapoeta_East\gold\08903350017592318066318.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_004.wav,1,0,0,0,0
S00074,Kapoeta_East,gold,images\Kapoeta_East\gold\09023950017576106377091.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_009.wav,1,0,0,0,0
S00075,Kapoeta_East,gold,images\Kapoeta_East\gold\09035490017600768895764.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_006.wav,1,0,0,0,0
S00076,Kapoeta_East,gold,images\Kapoeta_East\gold\09045890017548893971484.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_006.wav,1,0,0,0,0
S00077,Kapoeta_East,gold,images\Kapoeta_East\gold\09072060017575863314864.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_001.wav,1,0,0,0,0
S00078,Kapoeta_East,gold,images\Kapoeta_East\gold\09166690017578851702465.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_000.wav,1,0,0,0,0
S00079,Kapoeta_East,gold,images\Kapoeta_East\gold\09322480017634395705824.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_008.wav,1,0,0,0,0
S00080,Kapoeta_East,gold,images\Kapoeta_East\gold\09466410017700304531989.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_001.wav,1,0,0,0,0
S00081,Kapoeta_East,gold,images\Kapoeta_East\gold\09498070017633747638391.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_007.wav,1,0,0,0,0
S00082,Kapoeta_East,gold,images\Kapoeta_East\gold\09519630017550256478634.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_008.wav,1,0,0,0,0
S00083,Kapoeta_East,gold,images\Kapoeta_East\gold\09578440017635871166621.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_003.wav,1,0,0,0,0
S00084,Kapoeta_East,gold,images\Kapoeta_East\gold\09798220017598449818963.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_008.wav,1,0,0,0,0
S00085,Kapoeta_East,gold,images\Kapoeta_East\gold\09929480017587455356301.jpg,audio\Kapoeta_East\gold\Kapoeta_East_gold_004.wav,1,0,0,0,0
S00086,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\00080690017672354958868.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00087,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\00104860017671895206159.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_005.wav,0,1,1,2,0
S00088,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\00231580017682196936232.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_001.wav,0,1,1,2,0
S00089,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\00275920017667737987257.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00090,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\00306560017671895196100.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_002.wav,0,1,1,2,0
S00091,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\00314030017667737969151.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_009.wav,0,1,1,2,0
S00092,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\00332930017680042726240.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_007.wav,0,1,1,2,0
S00093,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\00379560017671895183090.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_005.wav,0,1,1,2,0
S00094,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\00837570017663975178893.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_002.wav,0,1,1,2,0
S00095,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\01096320017673813719452.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00096,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\01108080017669447345626.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_003.wav,0,1,1,2,0
S00097,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\01392610017679823215734.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_004.wav,0,1,1,2,0
S00098,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\01417020017675802372208.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00099,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\01462870017672205361088.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_008.wav,0,1,1,2,0
S00100,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\01980190017667737977995.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_007.wav,0,1,1,2,0
S00101,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\02510840017663379856070.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_004.wav,0,1,1,2,0
S00102,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\02530800017665275278212.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_001.wav,0,1,1,2,0
S00103,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\02605350017665606515296.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_008.wav,0,1,1,2,0
S00104,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\02798290017671502116947.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_007.wav,0,1,1,2,0
S00105,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\02805630017664258774165.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_005.wav,0,1,1,2,0
S00106,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\02862320017671895183888.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_005.wav,0,1,1,2,0
S00107,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\02949830017667737961013.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_001.wav,0,1,1,2,0
S00108,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\03025070017669319072328.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_002.wav,0,1,1,2,0
S00109,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\03089260017679823223483.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00110,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\03101090017667737989981.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_001.wav,0,1,1,2,0
S00111,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\03113130017676494568028.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00112,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\03190700017671895173874.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_005.wav,0,1,1,2,0
S00113,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\03282190017663975169339.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00114,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\03325220017683471072836.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_007.wav,0,1,1,2,0
S00115,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04137370017679823237921.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_008.wav,0,1,1,2,0
S00116,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04177970017677953099225.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_007.wav,0,1,1,2,0
S00117,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04211040017663975193500.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_005.wav,0,1,1,2,0
S00118,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04247690017678893561540.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_001.wav,0,1,1,2,0
S00119,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04368300017683747511007.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_004.wav,0,1,1,2,0
S00120,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04631980017682196915971.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_003.wav,0,1,1,2,0
S00121,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04706130017667737979284.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_007.wav,0,1,1,2,0
S00122,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04747620017674837956647.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00123,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04928590017680042716992.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_002.wav,0,1,1,2,0
S00124,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\04961370017682636529110.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00125,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05164680017679823205272.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_003.wav,0,1,1,2,0
S00126,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05203150017664311683132.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00127,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05256900017663379859610.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_009.wav,0,1,1,2,0
S00128,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05452280017671895185928.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_009.wav,0,1,1,2,0
S00129,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05548880017668486377402.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_008.wav,0,1,1,2,0
S00130,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05582820017672354983847.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_002.wav,0,1,1,2,0
S00131,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05624120017671895176412.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00132,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05624670017667738089327.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00133,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05684560017679823191244.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_009.wav,0,1,1,2,0
S00134,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05688760017667737961025.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_007.wav,0,1,1,2,0
S00135,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05879760017671895199542.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00136,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\05920940017670245437546.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00137,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\06221320017668565389908.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00138,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\06837210017671104177098.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00139,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\07111940017679274809641.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_004.wav,0,1,1,2,0
S00140,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\07132200017667778196967.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_008.wav,0,1,1,2,0
S00141,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\07170180017680042723033.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_004.wav,0,1,1,2,0
S00142,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\07523820017667737953204.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00143,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\07553790017667737973173.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_008.wav,0,1,1,2,0
S00144,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\07679400017669319072091.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_005.wav,0,1,1,2,0
S00145,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\07856420017683351034611.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_003.wav,0,1,1,2,0
S00146,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\07952290017671895183677.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_003.wav,0,1,1,2,0
S00147,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08039760017671895177148.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_005.wav,0,1,1,2,0
S00148,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08241840017665606502261.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_002.wav,0,1,1,2,0
